Folder,Dialogue_ID,Utterance_ID,Emotion,Emotion_Guess
test,123,12,neu,hap
test,123,14,neu,hap
test,123,15,sad,hap
test,123,1,neu,hap
test,123,3,neu,hap
test,123,4,ang,hap
test,123,5,neu,hap
test,123,7,neu,neu
test,123,8,neu,hap
test,124,0,neu,neu
test,124,12,sad,hap
test,124,13,neu,hap
test,124,14,hap,hap
test,124,1,sad,hap
test,124,2,sad,hap
test,124,3,neu,hap
test,124,4,neu,hap
test,124,5,sad,neu
test,124,6,neu,hap
test,124,7,ang,hap
test,125,0,hap,hap
test,125,10,neu,neu
test,125,11,hap,hap
test,125,12,neu,hap
test,125,15,neu,neu
test,125,16,neu,hap
test,125,18,ang,hap
test,125,19,ang,hap
test,125,1,neu,hap
test,125,20,sad,hap
test,125,21,sad,neu
test,125,2,neu,hap
test,125,3,neu,hap
test,125,4,neu,hap
test,125,5,neu,hap
test,125,6,neu,neu
test,125,8,neu,hap
test,125,9,neu,hap
test,126,0,neu,hap
test,126,10,ang,hap
test,126,11,neu,neu
test,126,12,ang,neu
test,126,13,hap,hap
test,126,14,hap,neu
test,126,15,neu,neu
test,126,1,hap,neu
test,126,2,hap,neu
test,126,3,neu,hap
test,126,5,neu,hap
test,126,6,neu,hap
test,126,7,neu,neu
test,126,9,neu,hap
test,127,0,ang,hap
test,127,1,neu,hap
test,127,2,neu,ang
test,127,3,neu,hap
test,127,4,neu,hap
test,127,5,neu,hap
test,128,0,neu,hap
test,128,1,neu,hap
test,128,2,neu,hap
test,128,5,ang,hap
test,128,7,neu,hap
test,128,9,neu,hap
test,129,0,hap,hap
test,129,2,neu,hap
test,129,3,sad,hap
test,129,4,neu,hap
test,129,5,neu,hap
test,129,6,neu,hap
test,129,7,neu,hap
test,12,0,ang,hap
test,12,10,neu,hap
test,12,11,hap,hap
test,12,12,hap,neu
test,12,13,neu,hap
test,12,14,neu,hap
test,12,15,neu,hap
test,12,16,neu,neu
test,12,17,neu,hap
test,12,18,neu,hap
test,12,19,hap,hap
test,12,1,neu,hap
test,12,2,sad,hap
test,12,3,ang,hap
test,12,4,ang,hap
test,12,5,ang,hap
test,12,6,sad,hap
test,12,7,sad,hap
test,12,8,hap,hap
test,12,9,neu,hap
test,130,0,neu,hap
test,130,10,sad,hap
test,130,12,sad,hap
test,130,13,neu,hap
test,130,14,neu,neu
test,130,15,neu,hap
test,130,16,neu,neu
test,130,17,neu,hap
test,130,2,neu,hap
test,130,3,neu,hap
test,130,4,neu,neu
test,130,5,hap,neu
test,130,7,neu,hap
test,130,9,neu,neu
test,131,0,neu,hap
test,131,1,hap,hap
test,131,2,neu,hap
test,131,3,hap,neu
test,131,4,neu,hap
test,131,5,neu,hap
test,131,6,hap,neu
test,131,7,neu,hap
test,131,8,hap,hap
test,132,0,neu,hap
test,132,10,ang,hap
test,132,11,neu,hap
test,132,12,neu,hap
test,132,13,neu,hap
test,132,14,neu,hap
test,132,15,neu,hap
test,132,16,hap,hap
test,132,17,neu,neu
test,132,18,neu,hap
test,132,1,neu,hap
test,132,2,neu,hap
test,132,3,neu,hap
test,132,4,hap,hap
test,132,5,neu,neu
test,132,6,neu,hap
test,132,7,neu,hap
test,132,8,neu,hap
test,133,0,hap,neu
test,133,10,neu,hap
test,133,12,sad,hap
test,133,14,neu,neu
test,133,1,hap,hap
test,133,2,neu,hap
test,133,3,hap,hap
test,133,4,hap,neu
test,133,5,hap,hap
test,133,6,neu,hap
test,133,7,neu,neu
test,133,9,neu,neu
test,134,1,sad,hap
test,134,2,hap,hap
test,134,3,ang,hap
test,135,0,neu,hap
test,135,2,neu,hap
test,135,3,hap,hap
test,135,4,hap,neu
test,135,5,hap,hap
test,136,0,hap,hap
test,137,0,neu,hap
test,137,11,neu,neu
test,137,13,ang,hap
test,137,14,ang,hap
test,137,1,neu,neu
test,137,2,neu,neu
test,137,3,neu,neu
test,137,4,neu,hap
test,137,5,neu,hap
test,137,6,neu,hap
test,137,8,neu,hap
test,138,0,neu,hap
test,139,0,neu,hap
test,139,1,sad,hap
test,139,2,neu,hap
test,139,3,hap,hap
test,139,4,hap,neu
test,139,5,neu,neu
test,139,6,neu,hap
test,139,8,hap,hap
test,139,9,neu,hap
test,13,0,neu,hap
test,13,1,neu,hap
test,13,2,neu,hap
test,13,4,neu,hap
test,13,5,ang,hap
test,13,6,ang,hap
test,13,7,ang,hap
test,140,0,ang,hap
test,140,10,neu,hap
test,140,11,ang,hap
test,140,12,sad,hap
test,140,13,sad,hap
test,140,14,neu,hap
test,140,15,neu,hap
test,140,16,neu,hap
test,140,1,sad,hap
test,140,2,neu,hap
test,140,3,neu,hap
test,140,4,neu,hap
test,140,5,hap,hap
test,140,6,neu,hap
test,140,7,neu,hap
test,140,8,sad,hap
test,140,9,hap,hap
test,141,0,neu,hap
test,141,1,neu,hap
test,141,2,neu,hap
test,141,3,neu,neu
test,141,4,neu,hap
test,142,0,neu,hap
test,142,1,neu,neu
test,143,0,neu,hap
test,143,1,neu,hap
test,143,2,neu,hap
test,143,3,sad,hap
test,143,4,neu,neu
test,143,7,ang,hap
test,144,0,ang,hap
test,144,10,ang,hap
test,144,11,ang,neu
test,144,12,ang,neu
test,144,13,neu,neu
test,144,14,neu,neu
test,144,1,hap,neu
test,144,2,ang,hap
test,144,3,neu,hap
test,144,4,ang,hap
test,144,6,ang,hap
test,144,7,neu,neu
test,144,8,ang,hap
test,145,0,neu,neu
test,145,10,neu,hap
test,145,11,neu,hap
test,145,12,neu,neu
test,145,2,neu,hap
test,145,4,neu,neu
test,145,5,neu,hap
test,145,6,neu,neu
test,145,7,neu,neu
test,145,8,neu,hap
test,146,0,hap,hap
test,146,1,sad,hap
test,146,3,neu,hap
test,146,5,hap,hap
test,146,6,hap,hap
test,147,10,hap,neu
test,147,2,sad,hap
test,147,3,ang,neu
test,147,4,ang,hap
test,147,5,ang,hap
test,147,6,ang,neu
test,147,7,neu,hap
test,147,8,neu,hap
test,147,9,neu,neu
test,148,0,sad,hap
test,149,0,sad,neu
test,149,1,sad,neu
test,149,2,sad,hap
test,14,10,neu,neu
test,14,1,hap,hap
test,14,2,hap,hap
test,14,3,hap,hap
test,14,4,neu,hap
test,14,5,neu,hap
test,14,6,hap,hap
test,14,7,hap,hap
test,14,8,neu,neu
test,14,9,hap,hap
test,150,0,sad,hap
test,150,1,ang,hap
test,150,2,sad,neu
test,150,3,sad,hap
test,150,4,sad,hap
test,150,5,neu,hap
test,151,1,neu,neu
test,151,2,neu,hap
test,151,3,neu,neu
test,152,0,neu,hap
test,152,1,neu,hap
test,152,3,neu,neu
test,152,4,neu,hap
test,153,0,neu,hap
test,153,10,hap,hap
test,153,1,neu,neu
test,153,2,neu,hap
test,153,3,neu,hap
test,153,5,neu,hap
test,153,6,neu,neu
test,153,7,neu,hap
test,153,8,hap,hap
test,153,9,neu,hap
test,154,0,hap,hap
test,154,10,hap,neu
test,154,11,hap,neu
test,154,12,hap,hap
test,154,13,neu,hap
test,154,14,neu,hap
test,154,16,hap,hap
test,154,17,hap,neu
test,154,18,neu,hap
test,154,19,neu,hap
test,154,1,hap,neu
test,154,20,neu,hap
test,154,2,hap,hap
test,154,3,hap,hap
test,154,4,neu,hap
test,154,5,neu,hap
test,154,7,hap,hap
test,154,8,ang,hap
test,154,9,hap,hap
test,155,0,ang,hap
test,155,1,ang,hap
test,155,2,neu,hap
test,155,4,neu,neu
test,155,5,sad,hap
test,155,6,neu,neu
test,155,7,neu,hap
test,155,8,sad,hap
test,156,0,hap,hap
test,156,10,sad,hap
test,156,11,hap,hap
test,156,12,ang,hap
test,156,13,neu,hap
test,156,14,hap,hap
test,156,15,ang,hap
test,156,1,hap,hap
test,156,2,neu,hap
test,156,3,neu,hap
test,156,4,neu,hap
test,156,5,neu,hap
test,156,6,ang,hap
test,156,7,hap,hap
test,156,8,neu,hap
test,156,9,sad,hap
test,157,0,neu,hap
test,157,1,neu,hap
test,157,2,ang,hap
test,157,3,neu,hap
test,157,4,neu,hap
test,157,5,neu,hap
test,157,6,neu,hap
test,157,7,neu,hap
test,158,0,neu,neu
test,158,1,sad,hap
test,158,2,sad,hap
test,158,3,neu,hap
test,158,4,ang,hap
test,158,5,neu,hap
test,159,0,ang,hap
test,159,1,ang,hap
test,15,0,hap,neu
test,15,1,hap,hap
test,15,2,hap,neu
test,15,3,neu,neu
test,15,4,neu,neu
test,15,5,ang,hap
test,160,0,sad,hap
test,160,10,sad,hap
test,160,11,sad,neu
test,160,12,sad,hap
test,160,13,ang,hap
test,160,1,ang,hap
test,160,2,ang,hap
test,160,3,ang,hap
test,160,4,ang,neu
test,160,5,ang,hap
test,160,6,sad,hap
test,160,7,sad,hap
test,160,8,ang,hap
test,160,9,ang,hap
test,161,0,neu,hap
test,161,10,hap,hap
test,161,1,neu,hap
test,161,2,neu,neu
test,161,3,hap,neu
test,161,4,hap,neu
test,161,5,neu,hap
test,161,6,hap,hap
test,161,7,neu,hap
test,161,8,neu,hap
test,161,9,neu,hap
test,162,0,hap,hap
test,162,1,neu,neu
test,162,2,neu,hap
test,162,3,neu,neu
test,162,4,neu,hap
test,162,5,ang,hap
test,163,0,sad,hap
test,163,2,sad,hap
test,163,3,hap,neu
test,163,4,neu,hap
test,163,5,neu,hap
test,163,6,sad,hap
test,163,7,neu,neu
test,163,8,neu,hap
test,164,0,neu,hap
test,164,1,neu,hap
test,164,2,neu,hap
test,164,3,neu,hap
test,164,4,neu,hap
test,164,5,neu,hap
test,164,6,neu,hap
test,164,7,ang,hap
test,164,8,neu,hap
test,165,0,ang,hap
test,165,1,neu,hap
test,165,4,sad,hap
test,166,10,neu,neu
test,166,11,neu,neu
test,166,12,neu,neu
test,166,13,neu,hap
test,166,1,ang,hap
test,166,3,ang,hap
test,166,4,sad,hap
test,166,5,sad,hap
test,166,6,neu,hap
test,166,7,neu,neu
test,166,8,neu,neu
test,166,9,neu,hap
test,167,0,sad,hap
test,167,10,neu,hap
test,167,11,neu,hap
test,167,12,neu,hap
test,167,13,neu,hap
test,167,14,ang,hap
test,167,15,neu,hap
test,167,16,neu,hap
test,167,1,neu,hap
test,167,2,neu,hap
test,167,3,neu,hap
test,167,4,neu,hap
test,167,5,hap,hap
test,167,6,hap,hap
test,167,7,ang,neu
test,167,8,sad,hap
test,167,9,ang,hap
test,168,0,neu,hap
test,168,10,neu,hap
test,168,11,ang,hap
test,168,13,ang,hap
test,168,15,ang,hap
test,168,16,ang,hap
test,168,17,ang,hap
test,168,18,neu,hap
test,168,1,neu,hap
test,168,2,neu,hap
test,168,3,neu,hap
test,168,4,neu,hap
test,168,5,neu,hap
test,168,6,neu,hap
test,168,7,neu,hap
test,168,9,neu,neu
test,169,10,ang,hap
test,169,13,neu,neu
test,169,14,neu,neu
test,169,16,neu,hap
test,169,19,neu,hap
test,169,1,hap,hap
test,169,20,neu,hap
test,169,22,ang,hap
test,169,2,ang,hap
test,169,3,ang,hap
test,169,6,ang,hap
test,169,7,neu,hap
test,169,9,ang,hap
test,16,0,neu,hap
test,16,1,neu,neu
test,16,2,neu,hap
test,16,3,neu,hap
test,16,5,neu,hap
test,16,6,neu,hap
test,16,7,neu,hap
test,16,8,neu,neu
test,16,9,ang,hap
test,170,2,neu,hap
test,171,0,ang,hap
test,171,1,hap,hap
test,171,2,neu,hap
test,171,3,hap,hap
test,171,4,hap,hap
test,171,5,neu,hap
test,171,6,neu,hap
test,171,7,hap,hap
test,171,8,hap,hap
test,172,0,neu,hap
test,172,1,neu,hap
test,172,2,neu,hap
test,173,0,neu,hap
test,173,10,neu,hap
test,173,11,sad,neu
test,173,12,sad,neu
test,173,13,sad,hap
test,173,14,sad,hap
test,173,15,hap,hap
test,173,16,sad,hap
test,173,17,neu,hap
test,173,18,neu,hap
test,173,2,neu,neu
test,173,3,neu,hap
test,173,4,ang,hap
test,173,7,sad,hap
test,173,8,sad,hap
test,173,9,neu,hap
test,174,0,neu,hap
test,174,10,neu,neu
test,174,11,neu,hap
test,174,12,neu,hap
test,174,13,ang,hap
test,174,14,neu,hap
test,174,15,sad,hap
test,174,16,neu,hap
test,174,17,sad,hap
test,174,18,neu,hap
test,174,1,neu,hap
test,174,2,neu,hap
test,174,3,neu,hap
test,174,4,sad,hap
test,174,5,hap,hap
test,174,6,sad,hap
test,174,7,neu,hap
test,174,9,neu,hap
test,175,0,neu,neu
test,175,10,ang,hap
test,175,11,ang,neu
test,175,12,ang,hap
test,175,14,ang,hap
test,175,15,neu,neu
test,175,16,ang,hap
test,175,17,ang,hap
test,175,19,neu,hap
test,175,1,neu,neu
test,175,20,ang,hap
test,175,21,neu,hap
test,175,22,hap,hap
test,175,5,neu,hap
test,175,6,hap,hap
test,175,7,neu,hap
test,175,9,ang,neu
test,176,0,neu,hap
test,176,1,neu,hap
test,177,0,neu,neu
test,177,1,neu,hap
test,177,2,neu,hap
test,178,0,neu,hap
test,178,1,neu,hap
test,178,2,hap,hap
test,178,3,neu,hap
test,178,4,neu,hap
test,178,5,neu,neu
test,178,7,neu,hap
test,178,8,neu,hap
test,179,0,ang,hap
test,179,1,ang,hap
test,179,3,neu,neu
test,17,0,neu,hap
test,17,10,ang,hap
test,17,11,sad,hap
test,17,13,ang,hap
test,17,15,neu,neu
test,17,18,neu,hap
test,17,19,neu,hap
test,17,1,neu,hap
test,17,20,neu,hap
test,17,21,neu,hap
test,17,22,neu,hap
test,17,23,neu,hap
test,17,24,ang,hap
test,17,25,neu,hap
test,17,26,ang,hap
test,17,27,ang,hap
test,17,28,sad,hap
test,17,29,ang,hap
test,17,2,neu,hap
test,17,30,ang,hap
test,17,31,ang,hap
test,17,32,neu,neu
test,17,5,hap,hap
test,17,6,ang,neu
test,17,7,ang,hap
test,17,8,ang,hap
test,17,9,ang,hap
test,180,0,neu,hap
test,180,1,neu,hap
test,180,2,neu,hap
test,180,3,neu,hap
test,180,4,hap,hap
test,180,5,hap,hap
test,180,6,hap,hap
test,180,7,neu,hap
test,180,8,ang,hap
test,181,0,neu,hap
test,181,1,hap,neu
test,181,2,hap,hap
test,181,3,neu,neu
test,181,4,neu,hap
test,182,0,hap,hap
test,182,1,ang,hap
test,182,2,ang,hap
test,182,5,hap,neu
test,182,6,hap,hap
test,183,0,neu,neu
test,183,1,neu,hap
test,183,2,neu,hap
test,183,3,ang,hap
test,183,4,neu,hap
test,183,5,neu,neu
test,183,6,neu,hap
test,183,7,neu,hap
test,183,8,neu,hap
test,184,0,sad,hap
test,184,10,neu,hap
test,184,12,neu,hap
test,184,13,neu,hap
test,184,14,hap,hap
test,184,2,ang,hap
test,184,3,sad,hap
test,184,4,ang,hap
test,184,5,neu,neu
test,184,7,sad,hap
test,184,8,neu,hap
test,185,0,neu,hap
test,185,1,neu,hap
test,185,3,hap,hap
test,185,5,neu,hap
test,185,6,hap,hap
test,185,7,neu,neu
test,186,1,neu,hap
test,186,2,neu,neu
test,186,3,sad,hap
test,187,0,neu,hap
test,187,1,neu,hap
test,187,2,neu,hap
test,187,3,hap,hap
test,187,4,hap,neu
test,187,5,neu,hap
test,187,6,neu,hap
test,187,7,neu,neu
test,187,8,neu,hap
test,188,0,neu,hap
test,188,1,neu,hap
test,188,2,neu,hap
test,188,3,neu,hap
test,188,4,neu,hap
test,188,5,neu,neu
test,188,6,neu,neu
test,188,7,neu,neu
test,188,8,hap,hap
test,189,0,hap,hap
test,189,1,hap,hap
test,189,2,hap,neu
test,189,3,hap,neu
test,189,4,neu,neu
test,189,5,neu,hap
test,189,6,neu,hap
test,189,8,ang,hap
test,189,9,neu,hap
test,18,0,neu,hap
test,18,1,neu,hap
test,18,2,neu,neu
test,190,1,neu,hap
test,190,3,neu,hap
test,190,4,neu,hap
test,191,0,sad,hap
test,191,1,neu,neu
test,191,2,sad,hap
test,191,3,neu,neu
test,191,4,neu,neu
test,191,5,neu,hap
test,191,6,hap,hap
test,191,7,neu,hap
test,191,9,neu,hap
test,192,0,ang,hap
test,192,10,neu,hap
test,192,11,neu,hap
test,192,1,neu,hap
test,192,2,ang,hap
test,192,3,neu,hap
test,192,4,ang,hap
test,192,5,ang,neu
test,192,6,neu,hap
test,192,8,hap,hap
test,193,0,hap,hap
test,193,1,hap,hap
test,193,2,neu,hap
test,193,3,neu,hap
test,193,4,neu,hap
test,194,0,ang,hap
test,194,1,neu,neu
test,194,2,neu,hap
test,194,4,neu,neu
test,195,10,hap,hap
test,195,11,neu,hap
test,195,1,neu,hap
test,195,2,sad,hap
test,195,3,neu,hap
test,195,4,neu,hap
test,195,5,neu,hap
test,195,6,hap,hap
test,195,7,hap,hap
test,195,9,neu,hap
test,196,0,ang,hap
test,196,10,neu,hap
test,196,11,neu,neu
test,196,12,ang,neu
test,196,13,neu,hap
test,196,14,ang,hap
test,196,15,ang,hap
test,196,16,ang,neu
test,196,17,neu,hap
test,196,2,ang,hap
test,196,3,sad,hap
test,196,4,ang,hap
test,196,5,ang,hap
test,196,6,ang,hap
test,196,7,ang,hap
test,196,8,neu,neu
test,196,9,neu,hap
test,197,0,neu,hap
test,197,1,neu,neu
test,197,2,neu,neu
test,197,3,neu,hap
test,197,4,hap,hap
test,198,0,neu,hap
test,198,10,neu,hap
test,198,11,neu,neu
test,198,12,hap,hap
test,198,1,hap,neu
test,198,2,ang,hap
test,198,3,neu,hap
test,198,6,hap,hap
test,198,7,hap,hap
test,198,8,ang,hap
test,198,9,neu,hap
test,199,0,neu,hap
test,199,10,sad,hap
test,199,11,sad,hap
test,199,12,sad,hap
test,199,13,sad,hap
test,199,14,sad,hap
test,199,15,hap,neu
test,199,1,sad,neu
test,199,2,neu,hap
test,199,3,neu,hap
test,199,4,sad,hap
test,199,5,sad,hap
test,199,6,sad,hap
test,199,7,sad,hap
test,199,8,sad,hap
test,199,9,sad,neu
test,1,0,neu,hap
test,1,1,hap,hap
test,1,2,hap,hap
test,1,3,hap,hap
test,1,4,hap,neu
test,1,5,hap,hap
test,1,6,hap,neu
test,1,7,hap,neu
test,200,1,ang,hap
test,200,2,ang,hap
test,200,3,ang,hap
test,200,4,ang,hap
test,201,0,neu,hap
test,201,11,ang,hap
test,201,2,hap,neu
test,201,3,neu,hap
test,201,4,neu,hap
test,201,5,neu,neu
test,201,6,neu,hap
test,201,7,neu,hap
test,201,8,ang,hap
test,201,9,neu,hap
test,202,0,neu,hap
test,202,1,hap,neu
test,202,2,hap,hap
test,202,3,hap,hap
test,202,4,hap,neu
test,202,5,hap,hap
test,202,6,hap,neu
test,202,7,hap,hap
test,203,0,ang,hap
test,203,10,hap,hap
test,203,11,neu,hap
test,203,12,neu,hap
test,203,1,neu,hap
test,203,4,neu,hap
test,203,6,hap,hap
test,203,7,neu,hap
test,203,8,hap,hap
test,203,9,hap,hap
test,204,0,sad,neu
test,204,1,ang,hap
test,204,3,ang,hap
test,204,4,ang,neu
test,204,5,ang,hap
test,204,6,ang,hap
test,204,7,ang,hap
test,204,8,neu,hap
test,204,9,ang,hap
test,205,1,ang,hap
test,205,2,neu,hap
test,206,0,hap,hap
test,206,1,neu,hap
test,206,2,neu,hap
test,206,3,neu,neu
test,206,4,ang,hap
test,207,0,sad,hap
test,207,1,sad,hap
test,208,0,neu,neu
test,208,10,neu,hap
test,208,11,sad,hap
test,208,12,neu,hap
test,208,13,sad,hap
test,208,1,neu,hap
test,208,2,neu,neu
test,208,3,neu,neu
test,208,4,sad,neu
test,208,5,sad,neu
test,208,6,neu,neu
test,208,7,sad,hap
test,208,9,sad,hap
test,209,1,hap,hap
test,20,0,ang,hap
test,20,1,neu,hap
test,20,2,neu,hap
test,20,3,neu,hap
test,20,4,neu,hap
test,20,5,neu,hap
test,20,6,hap,hap
test,20,7,neu,hap
test,210,0,ang,hap
test,210,1,ang,hap
test,210,2,ang,hap
test,210,3,neu,hap
test,210,4,ang,hap
test,210,5,hap,hap
test,210,7,hap,hap
test,210,9,neu,hap
test,211,0,ang,hap
test,211,2,ang,hap
test,211,4,ang,hap
test,211,5,ang,hap
test,211,6,neu,hap
test,211,7,neu,neu
test,212,0,neu,hap
test,212,1,neu,hap
test,212,2,sad,hap
test,212,3,neu,hap
test,212,4,sad,hap
test,212,5,neu,hap
test,212,6,sad,hap
test,213,0,ang,hap
test,213,10,neu,hap
test,213,11,neu,hap
test,213,1,neu,hap
test,213,2,neu,hap
test,213,3,neu,hap
test,213,4,neu,hap
test,213,5,hap,hap
test,213,7,hap,neu
test,213,8,neu,hap
test,213,9,neu,hap
test,214,0,sad,hap
test,214,1,sad,hap
test,214,2,neu,hap
test,214,3,neu,hap
test,214,4,sad,hap
test,214,5,hap,hap
test,214,6,hap,neu
test,214,7,hap,neu
test,215,0,neu,hap
test,215,10,sad,neu
test,215,1,neu,hap
test,215,2,hap,neu
test,215,3,neu,hap
test,215,4,hap,hap
test,215,5,neu,neu
test,215,6,sad,neu
test,215,7,sad,neu
test,215,8,sad,neu
test,215,9,neu,neu
test,216,0,hap,hap
test,216,1,hap,hap
test,216,2,neu,neu
test,216,3,neu,hap
test,217,10,neu,hap
test,217,11,neu,neu
test,217,2,neu,hap
test,217,3,neu,hap
test,217,5,neu,hap
test,217,7,neu,hap
test,217,8,hap,hap
test,217,9,neu,hap
test,218,0,neu,hap
test,218,1,neu,neu
test,218,2,neu,neu
test,219,0,neu,hap
test,219,1,sad,neu
test,21,0,neu,hap
test,21,1,neu,hap
test,21,2,neu,hap
test,21,3,neu,hap
test,21,4,sad,hap
test,21,5,hap,hap
test,220,1,ang,hap
test,221,0,neu,hap
test,221,1,neu,hap
test,221,2,neu,hap
test,221,3,neu,neu
test,221,4,sad,neu
test,222,0,neu,hap
test,222,11,neu,hap
test,222,12,ang,hap
test,222,1,neu,hap
test,222,2,neu,neu
test,222,3,hap,hap
test,222,4,hap,hap
test,222,5,hap,hap
test,222,6,hap,hap
test,222,7,hap,hap
test,222,8,neu,hap
test,222,9,neu,hap
test,223,0,sad,hap
test,223,2,neu,hap
test,223,4,neu,hap
test,223,5,hap,neu
test,223,6,neu,hap
test,224,0,neu,hap
test,224,1,neu,neu
test,224,2,neu,hap
test,224,3,neu,hap
test,224,4,neu,hap
test,224,5,neu,hap
test,224,6,neu,hap
test,224,7,neu,hap
test,224,8,neu,hap
test,225,0,neu,hap
test,225,1,hap,hap
test,225,2,neu,hap
test,225,3,sad,hap
test,225,4,neu,neu
test,225,5,neu,hap
test,226,0,neu,neu
test,226,1,hap,hap
test,226,2,neu,hap
test,226,3,sad,hap
test,226,4,neu,hap
test,226,6,neu,hap
test,226,7,neu,neu
test,226,8,hap,hap
test,227,2,neu,hap
test,227,3,neu,hap
test,228,0,neu,neu
test,228,11,sad,hap
test,228,1,neu,hap
test,228,2,neu,hap
test,228,3,neu,hap
test,228,4,ang,hap
test,228,5,neu,hap
test,228,6,neu,hap
test,228,7,ang,hap
test,228,8,sad,hap
test,228,9,sad,hap
test,229,0,hap,hap
test,229,10,hap,hap
test,229,1,neu,hap
test,229,2,hap,hap
test,229,3,neu,hap
test,229,5,hap,hap
test,229,6,neu,hap
test,229,7,neu,hap
test,229,8,neu,hap
test,229,9,hap,hap
test,22,0,hap,hap
test,22,10,ang,hap
test,22,11,neu,hap
test,22,12,hap,hap
test,22,13,hap,hap
test,22,14,neu,hap
test,22,15,hap,hap
test,22,16,neu,hap
test,22,17,hap,hap
test,22,18,hap,hap
test,22,1,neu,hap
test,22,20,neu,hap
test,22,21,neu,neu
test,22,2,neu,neu
test,22,3,hap,hap
test,22,4,sad,hap
test,22,5,neu,hap
test,22,6,sad,hap
test,22,8,sad,hap
test,230,0,neu,hap
test,230,1,neu,hap
test,230,2,neu,hap
test,230,3,neu,hap
test,230,4,ang,hap
test,230,5,neu,hap
test,230,6,neu,hap
test,230,7,neu,hap
test,231,0,neu,hap
test,231,12,hap,hap
test,231,13,hap,hap
test,231,1,neu,hap
test,231,2,neu,hap
test,231,3,neu,neu
test,231,4,neu,hap
test,231,7,ang,hap
test,231,8,ang,hap
test,232,0,neu,hap
test,232,1,neu,hap
test,232,2,neu,hap
test,232,3,neu,hap
test,232,4,neu,hap
test,232,5,hap,hap
test,232,7,neu,hap
test,232,8,hap,hap
test,232,9,sad,neu
test,233,0,ang,hap
test,233,10,hap,hap
test,233,11,hap,hap
test,233,12,neu,hap
test,233,13,neu,neu
test,233,3,neu,hap
test,233,4,sad,hap
test,233,5,hap,hap
test,233,6,hap,hap
test,233,7,hap,hap
test,233,8,neu,hap
test,233,9,hap,hap
test,234,0,neu,neu
test,234,10,neu,neu
test,234,12,hap,hap
test,234,13,neu,hap
test,234,14,hap,hap
test,234,2,neu,hap
test,234,4,ang,hap
test,234,5,ang,hap
test,234,6,ang,hap
test,234,7,ang,hap
test,234,8,neu,hap
test,234,9,neu,hap
test,235,0,neu,neu
test,236,0,hap,neu
test,237,0,neu,hap
test,237,10,hap,hap
test,237,11,neu,hap
test,237,1,neu,neu
test,237,2,neu,hap
test,237,6,ang,hap
test,237,7,hap,hap
test,237,8,ang,hap
test,237,9,sad,hap
test,238,0,neu,hap
test,238,1,sad,hap
test,238,2,neu,hap
test,238,3,neu,neu
test,238,4,neu,hap
test,239,0,neu,hap
test,239,10,neu,neu
test,239,11,neu,hap
test,239,1,ang,hap
test,239,3,neu,hap
test,239,4,neu,hap
test,239,5,neu,hap
test,239,6,neu,hap
test,239,7,neu,hap
test,239,8,neu,hap
test,239,9,neu,neu
test,23,0,hap,hap
test,23,1,neu,hap
test,23,2,neu,hap
test,240,0,ang,hap
test,240,11,neu,hap
test,240,13,neu,hap
test,240,15,sad,hap
test,240,1,ang,hap
test,240,2,ang,hap
test,240,3,sad,neu
test,240,5,neu,hap
test,240,6,sad,hap
test,240,7,hap,hap
test,240,8,neu,hap
test,240,9,hap,hap
test,241,0,neu,neu
test,241,11,neu,hap
test,241,13,neu,neu
test,241,14,neu,neu
test,241,1,hap,neu
test,241,2,hap,hap
test,241,3,neu,hap
test,241,4,neu,neu
test,241,5,hap,neu
test,241,6,hap,neu
test,241,8,neu,neu
test,241,9,hap,hap
test,242,0,neu,hap
test,242,1,ang,neu
test,242,2,ang,hap
test,242,3,ang,hap
test,242,4,hap,hap
test,242,5,neu,hap
test,242,6,neu,hap
test,242,7,neu,neu
test,243,0,ang,hap
test,243,1,neu,hap
test,243,2,neu,neu
test,243,3,neu,hap
test,243,4,ang,hap
test,243,5,neu,hap
test,244,0,neu,hap
test,244,10,neu,hap
test,244,11,neu,hap
test,244,12,neu,hap
test,244,13,neu,hap
test,244,14,neu,hap
test,244,15,ang,hap
test,244,16,neu,neu
test,244,17,neu,hap
test,244,18,neu,hap
test,244,19,neu,hap
test,244,1,neu,hap
test,244,21,hap,hap
test,244,2,neu,neu
test,244,3,neu,neu
test,244,4,sad,neu
test,244,5,neu,neu
test,244,8,ang,hap
test,244,9,neu,hap
test,245,0,neu,hap
test,245,1,neu,neu
test,245,3,hap,hap
test,246,0,neu,neu
test,246,10,neu,hap
test,246,11,neu,hap
test,246,12,neu,hap
test,246,13,neu,hap
test,246,1,neu,hap
test,246,3,neu,hap
test,246,4,neu,hap
test,246,5,neu,neu
test,246,6,neu,hap
test,246,7,neu,hap
test,246,8,ang,hap
test,246,9,neu,neu
test,247,0,neu,hap
test,247,1,neu,neu
test,247,2,neu,hap
test,247,3,hap,hap
test,248,0,neu,neu
test,249,0,hap,neu
test,249,1,neu,hap
test,249,2,neu,hap
test,249,3,neu,hap
test,249,4,neu,hap
test,249,5,hap,hap
test,249,6,neu,neu
test,249,7,hap,hap
test,24,0,neu,hap
test,24,1,hap,hap
test,24,2,neu,hap
test,24,3,hap,hap
test,250,1,neu,hap
test,250,2,sad,hap
test,250,3,neu,hap
test,250,4,neu,neu
test,250,6,neu,hap
test,250,7,neu,hap
test,250,8,neu,hap
test,251,1,neu,hap
